eventid,targettype_id
197010240001,3.0
197010240002,8.0
197010240003,1.0
197010240004,3.0
197010250001,2.0
197010260001,1.0
197010270001,14.0
197010270002,4.0
197010270003,6.0
197010280001,2.0
197010280002,3.0
197010290001,4.0
197010300001,4.0
197010300002,3.0
197010300003,4.0
197010300004,20.0
197011000001,7.0
197011010001,7.0
197011010002,10.0
197011010003,4.0
197011010004,14.0
197011010005,4.0
197011020001,14.0
197011020002,14.0
197011070001,15.0
197011070002,1.0
197011070003,4.0
197011080001,14.0
197011090001,4.0
197011100001,6.0
197011120002,2.0
197011140001,1.0
197011140002,1.0
197011140003,1.0
197011140004,1.0
197011150001,3.0
197011150002,3.0
197011160002,14.0
197011180001,3.0
197011200001,2.0
197011200002,2.0
197011200003,4.0
197011210001,7.0
197011210002,1.0
197011210003,2.0
197011210004,14.0
197011220001,7.0
197011220002,20.0
197011230001,7.0
197011230002,7.0
197011250001,6.0
197011250002,18.0
197011250004,8.0
197011250005,4.0
197011280001,1.0
197011290001,4.0
197011290002,1.0
197012010001,7.0
197012010002,1.0
197012010003,1.0
197012010004,8.0
197012070001,7.0
197012110001,8.0
197012110002,1.0
197012130001,1.0
197012140001,1.0
197012140002,12.0
197012150001,1.0
197012150002,4.0
197012160001,8.0
197012160002,10.0
197012160003,2.0
197012170001,1.0
197012180001,2.0
197012220001,4.0
197012230001,14.0
197012240001,4.0
197012270001,4.0
197012290001,3.0
197012290002,1.0
197012300001,16.0
197012310001,1.0
197012310002,2.0
197101010001,14.0
197101040001,3.0
197101050001,4.0
197101050002,4.0
197101060001,12.0
197101070001,4.0
197101080001,7.0
197101080002,3.0
197101080004,7.0
197101090001,8.0
197101090002,8.0
197101110001,3.0
197101110002,1.0
197101110003,8.0
197101120001,2.0
197101130001,3.0
197101130002,3.0
197101150001,2.0
197101150004,4.0
197101150005,4.0
197101160001,7.0
197101170002,7.0
197101190001,3.0
197101190002,2.0
197101190003,14.0
197101210001,8.0
197101220001,7.0
197101220002,4.0
197101220003,6.0
197101240001,1.0
197101240002,3.0
197101250001,7.0
197101250002,4.0
197101260001,8.0
197101270001,8.0
197101270002,10.0
197101270003,8.0
197101270004,14.0
197101280001,8.0
197101280002,10.0
197101290001,2.0
197101290002,2.0
197101290003,2.0
197101290004,1.0
197102020001,2.0
197102020002,4.0
197102030001,1.0
197102040001,4.0
197102040002,2.0
197102050001,4.0
197102060001,8.0
197102060002,4.0
197102070001,14.0
197102080001,4.0
197102080002,3.0
197102090001,4.0
197102090002,8.0
197102100001,14.0
197102100002,7.0
197102100003,14.0
197102110001,1.0
197102110002,7.0
197102120001,7.0
197102120002,14.0
197102120003,4.0
197102130001,4.0
197102140001,2.0
197102150001,4.0
197102150002,4.0
197102160001,1.0
197102160002,1.0
197102160003,4.0
197102160004,1.0
197102160005,1.0
197102170001,4.0
197102170002,8.0
197102190001,4.0
197102200001,14.0
197102200002,7.0
197102200003,3.0
197102210001,1.0
197102210002,7.0
197102220001,1.0
197102260001,3.0
197102260002,4.0
197102270001,1.0
197102270002,2.0
197103000001,1.0
197103000002,4.0
197103010001,1.0
197103010002,1.0
197103010003,2.0
197103010004,8.0
197103020001,7.0
197103030001,21.0
197103030002,1.0
197103040001,4.0
197103050001,8.0
197103060001,15.0
197103060002,15.0
197103070001,15.0
197103070002,15.0
197103080003,17.0
197103080004,2.0
197103080005,4.0
197103090001,3.0
197103090002,1.0
197103100001,2.0
197103100002,2.0
197103100003,4.0
197103110001,14.0
197103120001,3.0
197103140001,1.0
197103140002,10.0
197103150001,21.0
197103150002,10.0
197103150003,2.0
197103160001,2.0
197103170001,4.0
197103180001,1.0
197103180002,4.0
197103190001,1.0
197103190002,1.0
197103210001,8.0
197103230001,1.0
197103230002,8.0
197103230003,1.0
197103250001,7.0
197103270001,14.0
197103270002,21.0
197103280001,10.0
197103300001,8.0
197103300002,3.0
197103300003,14.0
197103300005,6.0
197103300006,14.0
197103310001,4.0
197104000001,4.0
197104000002,4.0
197104000003,3.0
197104010001,2.0
197104020001,21.0
197104020002,10.0
197104020003,3.0
197104030001,8.0
197104030002,1.0
197104030003,14.0
197104030004,2.0
197104050001,1.0
197104050002,1.0
197104050003,1.0
197104060001,2.0
197104060002,4.0
197104060003,4.0
197104060004,1.0
197104060005,1.0
197104070001,4.0
197104070002,7.0
197104080001,2.0
197104110001,4.0
197104110002,3.0
197104120001,7.0
197104140001,8.0
197104140002,1.0
197104150001,2.0
197104170001,22.0
197104190001,3.0
197104190002,19.0
197104190003,18.0
197104190004,1.0
197104200001,4.0
197104200002,1.0
197104200003,2.0
197104220001,1.0
197104230001,2.0
197104230002,8.0
197104230003,2.0
197104230004,1.0
197104230005,21.0
197104240001,4.0
197104250001,4.0
197104250002,8.0
197104260001,8.0
197104270001,8.0
197104270002,1.0
197104280001,1.0
197104280002,1.0
197104290001,4.0
197104290002,1.0
197104290003,1.0
197104290004,1.0
197104290005,4.0
197104300001,4.0
197104300002,2.0
197105010001,1.0
197105020001,10.0
197105040001,1.0
197105040002,4.0
197105040003,4.0
197105040004,16.0
197105040005,1.0
197105050001,7.0
197105050002,2.0
197105050003,1.0
197105050004,1.0
197105050005,8.0
197105050006,4.0
197105050007,8.0
197105060001,1.0
197105060002,4.0
197105060003,21.0
197105060004,21.0
197105060005,4.0
197105060006,4.0
197105070001,2.0
197105080001,7.0
197105080002,1.0
197105080003,2.0
197105090001,1.0
197105090002,8.0
197105090003,1.0
197105110001,2.0
197105110002,1.0
197105110003,1.0
197105110004,1.0
197105110005,4.0
197105120001,1.0
197105120002,14.0
197105130001,3.0
197105130002,1.0
197105140001,7.0
197105150001,4.0
197105170001,7.0
197105170002,3.0
197105170003,19.0
197105180001,3.0
197105180002,3.0
197105180003,3.0
197105190001,3.0
197105200001,1.0
197105210001,3.0
197105210002,10.0
197105220001,4.0
197105230001,1.0
197105230002,1.0
197105250001,21.0
197105250002,4.0
197105280001,3.0
197105290001,7.0
197105290002,3.0
197106030001,1.0
197106040001,16.0
197106050002,1.0
197106060001,21.0
197106060002,1.0
197106100001,1.0
197106110001,11.0
197106110002,10.0
197106110003,10.0
197106120001,2.0
197106130001,18.0
197106130002,10.0
197106150001,7.0
197106160001,2.0
197106170001,10.0
197106180002,1.0
197106210001,2.0
197106220001,7.0
197106220002,8.0
197106220003,8.0
197106240001,1.0
197106240002,8.0
197106250001,2.0
197106260001,1.0
197107000001,1.0
197107000002,1.0
197107010001,4.0
197107020001,1.0
197107040001,2.0
197107060001,8.0
197107080001,1.0
197107080002,2.0
197107090001,2.0
197107090002,2.0
197107120001,4.0
197107140001,4.0
197107170001,14.0
197107180001,19.0
197107180002,21.0
197107180003,1.0
197107210001,1.0
197107240001,4.0
197107250001,7.0
197107270001,1.0
197107280001,4.0
197107280002,1.0
197107290001,1.0
197107300001,1.0
197108080001,4.0
197108090002,1.0
197108090003,4.0
197108100001,4.0
197108110001,1.0
197108110003,14.0
197108110004,14.0
197108120001,1.0
197108140001,4.0
197108150001,3.0
197108150004,1.0
197108150005,21.0
197108180001,22.0
197108220001,1.0
197108220002,1.0
197108220003,1.0
197108220004,1.0
197108220005,1.0
197108220006,1.0
197108220007,1.0
197108220008,1.0
197108220009,1.0
197108220010,1.0
197108230001,1.0
197108230002,1.0
197108230003,1.0
197108230004,1.0
197108230005,1.0
197108230006,8.0
197108230007,1.0
197108240001,6.0
197108240002,2.0
197108240003,6.0
197108250001,4.0
197108250002,1.0
197108270001,1.0
197108280001,3.0
197108280002,6.0
197108280003,3.0
197108280004,2.0
197108280005,2.0
197108290001,3.0
197108290002,1.0
197108290003,1.0
197108290004,4.0
197108300001,4.0
197108300002,19.0
197109000001,7.0
197109000002,7.0
197109010001,8.0
197109020001,8.0
197109020002,4.0
197109030001,4.0
197109030002,4.0
197109040001,4.0
197109070001,1.0
197109080001,6.0
197109090001,1.0
197109090002,4.0
197109130001,14.0
197109130002,14.0
197109140001,4.0
197109140002,4.0
197109140003,4.0
197109150001,1.0
197109160001,18.0
197109160002,14.0
197109160003,4.0
197109170001,2.0
197109170002,4.0
197109180001,3.0
197109180002,3.0
197109200001,6.0
197109200002,7.0
197109200003,7.0
197109230001,2.0
197109230002,2.0
197109240001,1.0
197109240002,1.0
197109240003,4.0
197109240004,6.0
197109280001,4.0
197109290001,1.0
197109300001,4.0
197110000001,7.0
197110010001,4.0
197110020001,21.0
197110030001,4.0
197110030002,4.0
197110040001,4.0
197110040002,6.0
197110060001,8.0
197110070002,1.0
197110090001,1.0
197110100001,4.0
197110110001,7.0
197110110002,1.0
197110140001,7.0
197110150001,8.0
197110150002,3.0
197110150003,4.0
197110160001,4.0
197110170001,4.0
197110180001,1.0
197110200002,7.0
197110230001,4.0
197110240001,1.0
197110260001,14.0
197110270001,4.0
197110270002,14.0
197110310001,8.0
197111010002,3.0
197111020001,16.0
197111020002,1.0
197111020003,1.0
197111030001,3.0
197111030002,1.0
197111030003,1.0
197111030004,7.0
197111040001,1.0
197111070001,4.0
197111090001,4.0
197111100001,1.0
197111100002,4.0
197111110001,3.0
197111120001,11.0
197111120002,8.0
197111150001,1.0
197111170001,1.0
197111170002,8.0
197111170003,8.0
197111170004,4.0
197111180001,1.0
197111180002,1.0
197111180003,4.0
197111200001,1.0
197111200002,6.0
197111220001,1.0
197111230001,1.0
197111240001,4.0
197111240002,4.0
197111270002,4.0
197111270003,4.0
197111280001,2.0
197111280002,3.0
197111290001,2.0
197111290002,8.0
197111290004,4.0
197111300001,4.0
197111300002,4.0
197112040001,1.0
197112040002,4.0
197112050001,1.0
197112060001,12.0
197112060002,1.0
197112070001,8.0
197112070002,4.0
197112080001,14.0
197112100001,1.0
197112100002,4.0
197112110001,1.0
197112120001,2.0
197112150001,7.0
197112150002,7.0
197112150003,1.0
197112160001,4.0
197112180002,1.0
197112200001,4.0
197112200002,3.0
197112210002,1.0
197112220001,1.0
197112290001,7.0
197112290002,4.0
197200000001,6.0
197200000002,6.0
197201000001,1.0
197201010001,1.0
197201030001,14.0
197201050001,4.0
197201050002,2.0
197201060001,14.0
197201070001,1.0
197201070002,1.0
197201070003,1.0
197201070004,1.0
197201070005,1.0
197201070006,1.0
197201070007,1.0
197201070008,1.0
197201120001,3.0
197201130001,4.0
197201160001,14.0
197201170001,2.0
197201170002,7.0
197201170003,12.0
197201170004,2.0
197201170005,8.0
197201170006,8.0
197201180001,14.0
197201210001,1.0
197201210002,4.0
197201220001,1.0
197201260001,19.0
197201260002,6.0
197201260003,1.0
197201260004,18.0
197201260005,1.0
197201260006,3.0
197201270001,3.0
197201270002,3.0
197201280001,3.0
197201310001,14.0
197202010001,4.0
197202010002,4.0
197202010003,14.0
197202010004,8.0
197202010005,14.0
197202020001,11.0
197202020002,7.0
197202020003,14.0
197202050001,4.0
197202060001,21.0
197202060002,2.0
197202080001,21.0
197202080002,14.0
197202080003,14.0
197202100001,4.0
197202130001,4.0
197202160001,3.0
197202160002,4.0
197202160003,4.0
197202170001,4.0
197202190001,6.0
197202210002,17.0
197202220001,21.0
197202220002,4.0
197202220003,14.0
197202220004,6.0
197202280002,10.0
197202290001,4.0
197202290002,3.0
197203000001,1.0
197203000002,1.0
197203000003,1.0
197203010001,4.0
197203020001,4.0
197203030001,4.0
197203040001,1.0
197203040002,19.0
197203040003,1.0
197203040004,1.0
197203040005,1.0
197203040006,4.0
197203060001,14.0
197203060002,1.0
197203080001,4.0
197203110001,14.0
197203120001,4.0
197203130001,14.0
197203150001,3.0
197203150002,4.0
197203160001,14.0
197203160002,1.0
197203190001,4.0
197203200001,1.0
197203200002,14.0
197203200003,4.0
197203210001,1.0
197203230001,4.0
197203250001,17.0
197203260001,4.0
197203260002,17.0
197203270001,4.0
197203280001,4.0
197203280002,3.0
197203290001,18.0
197203290002,14.0
197203290003,4.0
197203300001,4.0
197204040001,7.0
197204040002,2.0
197204050001,14.0
197204070002,4.0
197204100001,4.0
197204100002,4.0
197204110001,4.0
197204110002,4.0
197204130001,14.0
197204130002,14.0
197204150001,4.0
197204150002,14.0
197204160001,4.0
197204160002,4.0
197204180001,1.0
197204190002,4.0
197204190003,14.0
197204200001,4.0
197204200002,14.0
197204210001,4.0
197204230001,4.0
197204290001,4.0
197205010001,1.0
197205020001,1.0
197205020002,14.0
197205020003,14.0
197205030001,2.0
197205030002,2.0
197205030003,2.0
197205030004,6.0
197205040001,4.0
197205040002,7.0
197205040003,14.0
197205050001,21.0
197205070001,1.0
197205080001,6.0
197205090001,4.0
197205090002,4.0
197205110001,4.0
197205110002,4.0
197205120001,1.0
197205120002,1.0
197205120003,1.0
197205120004,1.0
197205120005,3.0
197205130001,14.0
197205130002,14.0
197205130003,4.0
197205130004,14.0
197205140001,14.0
197205140002,14.0
197205150001,2.0
197205150002,4.0
197205150003,4.0
197205150004,1.0
197205170001,14.0
197205170002,4.0
197205180001,21.0
197205180002,14.0
197205190001,10.0
197205190002,2.0
197205190003,14.0
197205190004,8.0
197205200001,4.0
197205200002,1.0
197205200003,14.0
197205210001,4.0
197205210002,14.0
197205220001,3.0
197205230001,4.0
197205230002,14.0
197205230003,14.0
197205240001,4.0
197205250001,7.0
197205250002,6.0
197205250003,1.0
197205250004,6.0
197205250005,7.0
197205260001,14.0
197205270001,22.0
197205270002,4.0
197205270003,3.0
197205270004,8.0
197205280001,14.0
197205280002,17.0
197205280003,14.0
197205300001,6.0
197205300002,4.0
197205300003,4.0
197205310001,4.0
197205310002,1.0
197205310003,7.0
197205310004,14.0
197205310005,2.0
197205310006,14.0
197205310007,1.0
197206020001,1.0
197206020002,6.0
197206020003,4.0
197206040001,14.0
197206050001,4.0
197206060001,4.0
197206060002,4.0
197206080001,14.0
197206080002,3.0
197206090001,1.0
197206090002,4.0
197206100001,7.0
197206100002,14.0
197206110001,14.0
197206110002,4.0
197206120001,4.0
197206140001,1.0
197206150001,7.0
197206160001,14.0
197206180001,4.0
197206190001,1.0
197206190002,17.0
197206190003,4.0
197206210001,4.0
197206210002,4.0
197206230001,14.0
197206240001,4.0
197206240002,17.0
197206260001,3.0
197206260002,4.0
197206260003,4.0
197206270001,14.0
197206270002,14.0
197207010001,14.0
197207010002,14.0
197207020001,14.0
197207020002,14.0
197207030001,14.0
197207050001,14.0
197207050002,14.0
197207070001,14.0
197207090001,14.0
197207090002,14.0
197207090003,17.0
197207110001,14.0
197207110002,4.0
197207120001,14.0
197207120002,14.0
197207120003,14.0
197207120004,14.0
197207130001,4.0
197207130002,4.0
197207130003,4.0
197207130004,4.0
197207140001,1.0
197207140003,4.0
197207140004,4.0
197207140005,4.0
197207140006,4.0
197207150001,1.0
197207150002,1.0
197207150003,1.0
197207150004,1.0
197207150005,4.0
197207150006,4.0
197207160001,4.0
197207160002,3.0
197207170001,7.0
197207180001,4.0
197207180002,3.0
197207190001,1.0
197207190002,14.0
197207190003,14.0
197207200001,1.0
197207210001,4.0
197207210002,14.0
197207210003,14.0
197207210004,17.0
197207210005,14.0
197207220001,14.0
197207220002,14.0
197207230001,4.0
197207240001,14.0
197207240002,4.0
197207250001,17.0
197207260001,4.0
197207260002,14.0
197207270001,14.0
197207280001,10.0
197207280002,14.0
197207290001,14.0
197207300001,14.0
197207310001,6.0
197207310002,14.0
197208010001,7.0
197208030001,4.0
197208040001,4.0
197208040002,14.0
197208050001,21.0
197208070001,14.0
197208070002,4.0
197208070003,4.0
197208090001,7.0
197208120001,14.0
197208130001,14.0
197208140001,1.0
197208140002,4.0
197208140003,4.0
197208160001,6.0
197208160002,1.0
197208170001,4.0
197208170002,1.0
197208170003,1.0
197208180001,14.0
197208180002,4.0
197208180003,4.0
197208180004,4.0
197208180005,1.0
197208180006,1.0
197208180007,1.0
197208190001,14.0
197208200001,14.0
197208220001,14.0
197208220003,6.0
197208230001,21.0
197208230002,3.0
197208230003,4.0
197208240001,4.0
197208250001,4.0
197208250002,4.0
197208260001,4.0
197208260002,14.0
197208260003,14.0
197208270001,14.0
197208270002,4.0
197208280001,4.0
197208280002,14.0
197208290001,3.0
197208290002,7.0
197208300001,7.0
197208300002,4.0
197208310001,14.0
197208310002,14.0
197209000001,7.0
197209050002,14.0
197209050003,4.0
197209060001,14.0
197209100001,4.0
197209110001,7.0
197209130001,2.0
197209140002,1.0
197209140003,4.0
197209140004,14.0
197209150001,6.0
197209170001,18.0
197209170002,4.0
197209180001,14.0
197209190001,7.0
197209190002,7.0
197209190003,7.0
197209190004,7.0
197209190005,7.0
197209190006,7.0
197209190007,7.0
197209190008,7.0
197209190009,7.0
197209190010,7.0
197209190011,7.0
197209190012,7.0
197209190013,7.0
197209190014,7.0
197209190015,7.0
197209200001,4.0
197209200002,4.0
197209200003,2.0
197209200004,2.0
197209200005,2.0
197209200006,12.0
197209200007,12.0
197209200008,14.0
197209200009,2.0
197209200010,2.0
197209200011,12.0
197209200012,12.0
197209200013,14.0
197209200014,14.0
197209200015,7.0
197209200016,7.0
197209200017,7.0
197209200018,7.0
197209200019,7.0
197209200020,7.0
197209200021,7.0
197209200022,7.0
197209200023,7.0
197209200024,7.0
197209200025,7.0
197209200026,7.0
197209200027,7.0
197209200028,7.0
197209210001,4.0
197209210002,7.0
197209210003,7.0
197209210004,7.0
197209210005,7.0
197209210006,7.0
197209210007,7.0
197209210008,7.0
197209210009,7.0
197209210010,7.0
197209210011,7.0
197209210012,7.0
197209220001,14.0
197209220002,4.0
197209220003,2.0
197209220004,2.0
197209230001,4.0
197209230002,2.0
197209230003,2.0
197209230004,2.0
197209230005,2.0
197209230006,7.0
197209250001,7.0
197209250002,7.0
197209250003,7.0
197209250004,7.0
197209250005,7.0
197209250006,7.0
