eventid,weapontype_id
197008090001,5.0
197008100001,8.0
197008110001,6.0
197008120001,6.0
197008140001,6.0
197008150001,5.0
197008170001,6.0
197008170002,6.0
197008180001,8.0
197008190001,13.0
197008200001,6.0
197008200002,8.0
197008200003,5.0
197008210001,5.0
197008210002,8.0
197008220001,6.0
197008220002,8.0
197008240001,6.0
197008250001,13.0
197008250002,8.0
197008270001,6.0
197008270002,8.0
197008280001,6.0
197008280002,8.0
197008290001,6.0
197008290002,8.0
197008290003,8.0
197008290004,6.0
197008300001,6.0
197008300002,8.0
197008310001,6.0
197009000001,13.0
197009000002,8.0
197009010002,5.0
197009020001,6.0
197009020002,6.0
197009020003,6.0
197009030001,6.0
197009030002,6.0
197009040001,6.0
197009040002,6.0
197009040003,6.0
197009040004,6.0
197009040005,6.0
197009050001,6.0
197009050002,6.0
197009060001,6.0
197009060002,13.0
197009060003,5.0
197009060004,5.0
197009060006,6.0
197009090001,6.0
197009090002,6.0
197009090003,8.0
197009100002,8.0
197009110001,13.0
197009110003,6.0
197009120001,13.0
197009120002,13.0
197009140001,8.0
197009160001,8.0
197009180001,5.0
197009180002,5.0
197009200001,6.0
197009230001,5.0
197009230002,8.0
197009240001,6.0
197009240002,6.0
197009250001,6.0
197009260001,13.0
197009260002,6.0
197009270001,6.0
197009300001,5.0
197010000001,5.0
197010010001,8.0
197010020002,6.0
197010020003,6.0
197010020004,8.0
197010030001,6.0
197010030002,6.0
197010050001,13.0
197010050002,6.0
197010050003,6.0
197010060001,8.0
197010060002,6.0
197010080001,6.0
197010080002,6.0
197010080003,6.0
197010080004,6.0
197010080005,8.0
197010080006,6.0
197010090001,6.0
197010100001,5.0
197010100002,13.0
197010100003,6.0
197010140001,6.0
197010140002,6.0
197010150001,6.0
197010150002,8.0
197010150003,8.0
197010150004,8.0
197010150005,8.0
197010150006,6.0
197010160001,8.0
197010170001,6.0
197010180001,6.0
197010190001,6.0
197010200001,6.0
197010200002,8.0
197010210001,6.0
197010210003,5.0
197010220001,6.0
197010240001,5.0
197010240002,2.0
197010240003,8.0
197010240004,5.0
197010250001,6.0
197010260001,8.0
197010270001,13.0
197010270002,6.0
197010270003,8.0
197010280001,8.0
197010280002,6.0
197010290001,8.0
197010300001,6.0
197010300002,6.0
197010300003,6.0
197010300004,6.0
197011000001,13.0
197011010001,10.0
197011010002,6.0
197011010003,6.0
197011010004,5.0
197011010005,8.0
197011020001,5.0
197011020002,5.0
197011070001,6.0
197011070002,8.0
197011070003,8.0
197011080001,5.0
197011090001,8.0
197011100001,8.0
197011120002,8.0
197011140001,6.0
197011140002,6.0
197011140003,6.0
197011140004,6.0
197011150001,5.0
197011150002,9.0
197011160002,5.0
197011180001,8.0
197011200001,6.0
197011200002,6.0
197011200003,5.0
197011210001,6.0
197011210002,5.0
197011210003,6.0
197011210004,6.0
197011220001,6.0
197011220002,6.0
197011230001,6.0
197011230002,6.0
197011250001,6.0
197011250002,6.0
197011250004,6.0
197011250005,6.0
197011280001,8.0
197011290001,8.0
197011290002,5.0
197012010001,13.0
197012010002,6.0
197012010003,6.0
197012010004,6.0
197012070001,13.0
197012110001,6.0
197012110002,6.0
197012130001,6.0
197012140001,6.0
197012140002,8.0
197012150001,6.0
197012150002,8.0
197012160001,6.0
197012160002,5.0
197012160003,8.0
197012170001,6.0
197012180001,6.0
197012220001,6.0
197012230001,5.0
197012240001,6.0
197012270001,6.0
197012290001,5.0
197012290002,5.0
197012300001,6.0
197012310001,5.0
197012310002,6.0
197101010001,8.0
197101040001,6.0
197101050001,8.0
197101050002,6.0
197101060001,8.0
197101070001,6.0
197101080001,13.0
197101080002,6.0
197101080004,6.0
197101090001,8.0
197101090002,8.0
197101110001,5.0
197101110002,5.0
197101110003,8.0
197101120001,8.0
197101130001,5.0
197101130002,8.0
197101150001,13.0
197101150004,6.0
197101150005,6.0
197101160001,6.0
197101170002,8.0
197101190001,6.0
197101190002,6.0
197101190003,8.0
197101210001,5.0
197101220001,6.0
197101220002,6.0
197101220003,13.0
197101240001,5.0
197101240002,9.0
197101250001,8.0
197101250002,6.0
197101260001,6.0
197101270001,5.0
197101270002,5.0
197101270003,5.0
197101270004,5.0
197101280001,5.0
197101280002,5.0
197101290001,6.0
197101290002,6.0
197101290003,6.0
197101290004,6.0
197102020001,6.0
197102020002,6.0
197102030001,13.0
197102040001,6.0
197102040002,8.0
197102050001,8.0
197102060001,6.0
197102060002,5.0
197102070001,5.0
197102080001,6.0
197102080002,5.0
197102090001,6.0
197102090002,6.0
197102100001,6.0
197102100002,5.0
197102100003,6.0
197102110001,13.0
197102110002,6.0
197102120001,6.0
197102120002,6.0
197102120003,8.0
197102130001,6.0
197102140001,8.0
197102150001,13.0
197102150002,5.0
197102160001,6.0
197102160002,6.0
197102160003,6.0
197102160004,8.0
197102160005,8.0
197102170001,6.0
197102170002,6.0
197102190001,6.0
197102200001,13.0
197102200002,6.0
197102200003,5.0
197102210001,13.0
197102210002,8.0
197102220001,6.0
197102260001,5.0
197102260002,8.0
197102270001,6.0
197102270002,6.0
197103000001,6.0
197103000002,6.0
197103010001,13.0
197103010002,6.0
197103010003,6.0
197103010004,6.0
197103020001,8.0
197103030001,6.0
197103030002,6.0
197103040001,13.0
197103050001,8.0
197103060001,8.0
197103060002,8.0
197103070001,8.0
197103070002,8.0
197103080003,5.0
197103080004,6.0
197103080005,6.0
197103090001,6.0
197103090002,5.0
197103100001,13.0
197103100002,6.0
197103100003,5.0
197103110001,6.0
197103120001,6.0
197103140001,6.0
197103140002,6.0
197103150001,6.0
197103150002,5.0
197103150003,8.0
197103160001,6.0
197103170001,8.0
197103180001,6.0
197103180002,6.0
197103190001,8.0
197103190002,8.0
197103210001,8.0
197103230001,6.0
197103230002,6.0
197103230003,8.0
197103250001,6.0
197103270001,8.0
197103270002,6.0
197103280001,6.0
197103300001,6.0
197103300002,6.0
197103300003,6.0
197103300005,5.0
197103300006,6.0
197103310001,8.0
197104000001,13.0
197104000002,6.0
197104000003,5.0
197104010001,6.0
197104020001,6.0
197104020002,6.0
197104020003,5.0
197104030001,6.0
197104030002,8.0
197104030003,5.0
197104030004,8.0
197104050001,6.0
197104050002,8.0
197104050003,8.0
197104060001,6.0
197104060002,6.0
197104060003,6.0
197104060004,6.0
197104060005,6.0
197104070001,5.0
197104070002,13.0
197104080001,6.0
197104110001,6.0
197104110002,5.0
197104120001,6.0
197104140001,8.0
197104140002,6.0
197104150001,6.0
197104170001,5.0
197104190001,5.0
197104190002,6.0
197104190003,6.0
197104190004,6.0
197104200001,6.0
197104200002,6.0
197104200003,8.0
197104220001,6.0
197104230001,6.0
197104230002,6.0
197104230003,8.0
197104230004,6.0
197104230005,5.0
197104240001,6.0
197104250001,8.0
197104250002,8.0
197104260001,8.0
197104270001,6.0
197104270002,6.0
197104280001,6.0
197104280002,6.0
197104290001,5.0
197104290002,6.0
197104290003,6.0
197104290004,8.0
197104290005,9.0
197104300001,8.0
197104300002,6.0
197105010001,6.0
197105020001,6.0
197105040001,13.0
197105040002,6.0
197105040003,8.0
197105040004,6.0
197105040005,8.0
197105050001,6.0
197105050002,6.0
197105050003,6.0
197105050004,8.0
197105050005,8.0
197105050006,8.0
197105050007,6.0
197105060001,6.0
197105060002,6.0
197105060003,6.0
197105060004,6.0
197105060005,8.0
197105060006,6.0
197105070001,6.0
197105080001,13.0
197105080002,8.0
197105080003,6.0
197105090001,6.0
197105090002,6.0
197105090003,8.0
197105110001,6.0
197105110002,6.0
197105110003,8.0
197105110004,8.0
197105110005,2.0
197105120001,13.0
197105120002,6.0
197105130001,5.0
197105130002,5.0
197105140001,6.0
197105150001,8.0
197105170001,13.0
197105170002,8.0
197105170003,13.0
197105180001,8.0
197105180002,8.0
197105180003,8.0
197105190001,5.0
197105200001,8.0
197105210001,5.0
197105210002,8.0
197105220001,5.0
197105230001,13.0
197105230002,6.0
197105250001,6.0
197105250002,6.0
197105280001,6.0
197105290001,13.0
197105290002,5.0
197106030001,6.0
197106040001,6.0
197106050002,5.0
197106060001,6.0
197106060002,6.0
197106100001,6.0
197106110001,6.0
197106110002,6.0
197106110003,6.0
197106120001,6.0
197106130001,6.0
197106130002,6.0
197106150001,6.0
197106160001,6.0
197106170001,6.0
197106180002,5.0
197106210001,6.0
197106220001,6.0
197106220002,6.0
197106220003,6.0
197106240001,6.0
197106240002,6.0
197106250001,8.0
197106260001,6.0
197107000001,6.0
197107000002,6.0
197107010001,6.0
197107020001,6.0
197107040001,6.0
197107060001,8.0
197107080001,6.0
197107080002,6.0
197107090001,6.0
197107090002,6.0
197107120001,5.0
197107140001,5.0
197107170001,6.0
197107180001,6.0
197107180002,6.0
197107180003,6.0
197107210001,5.0
197107240001,6.0
197107250001,8.0
197107270001,6.0
197107280001,13.0
197107280002,8.0
197107290001,6.0
197107300001,6.0
197108080001,5.0
197108090002,6.0
197108090003,5.0
197108100001,5.0
197108110001,6.0
197108110003,5.0
197108110004,5.0
197108120001,6.0
197108140001,5.0
197108150001,13.0
197108150004,5.0
197108150005,5.0
197108180001,6.0
197108220001,6.0
197108220002,8.0
197108220003,6.0
197108220004,6.0
197108220005,6.0
197108220006,6.0
197108220007,6.0
197108220008,6.0
197108220009,6.0
197108220010,6.0
197108230001,8.0
197108230002,8.0
197108230003,8.0
197108230004,8.0
197108230005,8.0
197108230006,6.0
197108230007,5.0
197108240001,6.0
197108240002,8.0
197108240003,6.0
197108250001,5.0
197108250002,6.0
197108270001,8.0
197108280001,5.0
197108280002,6.0
197108280003,6.0
197108280004,6.0
197108280005,6.0
197108290001,5.0
197108290002,6.0
197108290003,6.0
197108290004,5.0
197108300001,5.0
197108300002,6.0
197109000001,6.0
197109000002,6.0
197109010001,6.0
197109020001,8.0
197109020002,6.0
197109030001,5.0
197109030002,5.0
197109040001,6.0
197109070001,6.0
197109080001,13.0
197109090001,6.0
197109090002,6.0
197109130001,6.0
197109130002,6.0
197109140001,5.0
197109140002,5.0
197109140003,5.0
197109150001,6.0
197109160001,6.0
197109160002,5.0
197109160003,5.0
197109170001,6.0
197109170002,5.0
197109180001,5.0
197109180002,5.0
197109200001,6.0
197109200002,8.0
197109200003,6.0
197109230001,13.0
197109230002,8.0
197109240001,8.0
197109240002,6.0
197109240003,6.0
197109240004,6.0
197109280001,5.0
197109290001,6.0
197109300001,5.0
197110000001,13.0
197110010001,5.0
197110020001,6.0
197110030001,5.0
197110030002,8.0
197110040001,6.0
197110040002,13.0
197110060001,6.0
197110070002,5.0
197110090001,6.0
197110100001,5.0
197110110001,6.0
197110110002,6.0
197110140001,6.0
197110150001,6.0
197110150002,5.0
197110150003,5.0
197110160001,5.0
197110170001,5.0
197110180001,6.0
197110200002,5.0
197110230001,5.0
197110240001,6.0
197110260001,5.0
197110270001,6.0
197110270002,5.0
197110310001,8.0
197111010002,5.0
197111020001,6.0
197111020002,8.0
197111020003,6.0
197111030001,5.0
197111030002,8.0
197111030003,8.0
197111030004,8.0
197111040001,13.0
197111070001,5.0
197111090001,5.0
197111100001,6.0
197111100002,6.0
197111110001,5.0
197111120001,5.0
197111120002,8.0
197111150001,6.0
197111170001,8.0
197111170002,5.0
197111170003,8.0
197111170004,6.0
197111180001,6.0
197111180002,6.0
197111180003,5.0
197111200001,8.0
197111200002,6.0
197111220001,8.0
197111230001,6.0
197111240001,5.0
197111240002,6.0
197111270002,6.0
197111270003,5.0
197111280001,5.0
197111280002,5.0
197111290001,6.0
197111290002,5.0
197111290004,5.0
197111300001,6.0
197111300002,8.0
197112040001,6.0
197112040002,5.0
197112050001,6.0
197112060001,6.0
197112060002,6.0
197112070001,6.0
197112070002,5.0
197112080001,5.0
197112100001,8.0
197112100002,5.0
197112110001,6.0
197112120001,6.0
197112150001,13.0
197112150002,6.0
197112150003,6.0
197112160001,5.0
197112180002,6.0
197112200001,5.0
197112200002,6.0
197112210002,6.0
197112220001,8.0
197112290001,6.0
197112290002,5.0
197200000001,6.0
197200000002,6.0
197201000001,6.0
197201010001,13.0
197201030001,5.0
197201050001,5.0
197201050002,6.0
197201060001,5.0
197201070001,6.0
197201070002,6.0
197201070003,6.0
197201070004,6.0
197201070005,6.0
197201070006,6.0
197201070007,6.0
197201070008,6.0
197201120001,5.0
197201130001,5.0
197201160001,5.0
197201170001,6.0
197201170002,6.0
197201170003,6.0
197201170004,6.0
197201170005,8.0
197201170006,6.0
197201180001,5.0
197201210001,6.0
197201210002,6.0
197201220001,6.0
197201260001,6.0
197201260002,6.0
197201260003,6.0
197201260004,8.0
197201260005,8.0
197201260006,6.0
197201270001,5.0
197201270002,5.0
197201280001,5.0
197201310001,6.0
197202010001,6.0
197202010002,5.0
197202010003,8.0
197202010004,6.0
197202010005,5.0
197202020001,6.0
197202020002,8.0
197202020003,6.0
197202050001,5.0
197202060001,6.0
197202060002,6.0
197202080001,6.0
197202080002,5.0
197202080003,8.0
197202100001,6.0
197202130001,5.0
197202160001,6.0
197202160002,5.0
197202160003,5.0
197202170001,5.0
197202190001,6.0
197202210002,6.0
197202220001,6.0
197202220002,6.0
197202220003,6.0
197202220004,6.0
197202280002,6.0
197202290001,5.0
197202290002,5.0
197203000001,6.0
197203000002,6.0
197203000003,6.0
197203010001,5.0
197203020001,6.0
197203030001,5.0
197203040001,6.0
197203040002,6.0
197203040003,8.0
197203040004,6.0
197203040005,6.0
197203040006,5.0
197203060001,6.0
197203060002,6.0
197203080001,5.0
197203110001,8.0
197203120001,5.0
197203130001,5.0
197203150001,5.0
197203150002,6.0
197203160001,6.0
197203160002,5.0
197203190001,8.0
197203200001,5.0
197203200002,6.0
197203200003,5.0
197203210001,13.0
197203230001,8.0
197203250001,5.0
197203260001,13.0
197203260002,5.0
197203270001,5.0
197203280001,5.0
197203280002,6.0
197203290001,6.0
197203290002,6.0
197203290003,6.0
197203300001,5.0
197204040001,6.0
197204040002,6.0
197204050001,6.0
197204070002,5.0
197204100001,5.0
197204100002,6.0
197204110001,8.0
197204110002,8.0
197204130001,6.0
197204130002,6.0
197204150001,5.0
197204150002,5.0
197204160001,5.0
197204160002,5.0
197204180001,6.0
197204190002,5.0
197204190003,5.0
197204200001,8.0
197204200002,5.0
197204210001,5.0
197204230001,6.0
197204290001,5.0
197205010001,6.0
197205020001,6.0
197205020002,6.0
197205020003,6.0
197205030001,6.0
197205030002,6.0
197205030003,6.0
197205030004,13.0
197205040001,5.0
197205040002,6.0
197205040003,9.0
197205050001,6.0
197205070001,6.0
197205080001,5.0
197205090001,8.0
197205090002,8.0
197205110001,6.0
197205110002,5.0
197205120001,6.0
197205120002,6.0
197205120003,6.0
197205120004,6.0
197205120005,6.0
197205130001,5.0
197205130002,5.0
197205130003,5.0
197205130004,6.0
197205140001,5.0
197205140002,5.0
197205150001,6.0
197205150002,5.0
197205150003,6.0
197205150004,6.0
197205170001,5.0
197205170002,5.0
197205180001,6.0
197205180002,6.0
197205190001,6.0
197205190002,6.0
197205190003,5.0
197205190004,8.0
197205200001,5.0
197205200002,6.0
197205200003,6.0
197205210001,5.0
197205210002,5.0
197205220001,5.0
197205230001,5.0
197205230002,5.0
197205230003,13.0
197205240001,6.0
197205250001,6.0
197205250002,6.0
197205250003,6.0
197205250004,6.0
197205250005,6.0
197205260001,6.0
197205270001,5.0
197205270002,5.0
197205270003,5.0
197205270004,6.0
197205280001,5.0
197205280002,6.0
197205280003,5.0
197205300001,5.0
197205300002,6.0
197205300003,5.0
197205310001,6.0
197205310002,6.0
197205310003,6.0
197205310004,6.0
197205310005,6.0
197205310006,6.0
197205310007,5.0
197206020001,13.0
197206020002,7.0
197206020003,6.0
197206040001,5.0
197206050001,5.0
197206060001,5.0
197206060002,5.0
197206080001,5.0
197206080002,6.0
197206090001,6.0
197206090002,5.0
197206100001,6.0
197206100002,5.0
197206110001,5.0
197206110002,5.0
197206120001,5.0
197206140001,6.0
197206150001,6.0
197206160001,5.0
197206180001,6.0
197206190001,6.0
197206190002,5.0
197206190003,5.0
197206210001,5.0
197206210002,5.0
197206230001,5.0
197206240001,6.0
197206240002,5.0
197206260001,5.0
197206260002,5.0
197206260003,5.0
197206270001,5.0
197206270002,5.0
197207010001,5.0
197207010002,5.0
197207020001,5.0
197207020002,5.0
197207030001,5.0
197207050001,5.0
197207050002,5.0
197207070001,5.0
197207090001,5.0
197207090002,5.0
197207090003,5.0
197207110001,5.0
197207110002,5.0
197207120001,5.0
197207120002,5.0
197207120003,5.0
197207120004,5.0
197207130001,5.0
197207130002,5.0
197207130003,5.0
197207130004,5.0
197207140001,6.0
197207140003,5.0
197207140004,5.0
197207140005,5.0
197207140006,5.0
197207150001,6.0
197207150002,6.0
197207150003,6.0
197207150004,6.0
197207150005,6.0
197207150006,5.0
197207160001,6.0
197207160002,5.0
197207170001,5.0
197207180001,5.0
197207180002,5.0
197207190001,6.0
197207190002,6.0
197207190003,5.0
197207200001,6.0
197207210001,5.0
197207210002,5.0
197207210003,6.0
197207210004,5.0
197207210005,6.0
197207220001,5.0
197207220002,5.0
197207230001,5.0
197207240001,5.0
197207240002,5.0
197207250001,5.0
197207260001,5.0
197207260002,5.0
197207270001,5.0
197207280001,13.0
197207280002,5.0
197207290001,5.0
197207300001,5.0
197207310001,13.0
197207310002,6.0
197208010001,6.0
197208030001,6.0
197208040001,5.0
197208040002,9.0
197208050001,6.0
197208070001,5.0
197208070002,6.0
197208070003,5.0
197208090001,6.0
197208120001,5.0
197208130001,9.0
197208140001,6.0
197208140002,6.0
197208140003,5.0
197208160001,6.0
197208160002,5.0
197208170001,5.0
197208170002,8.0
197208170003,8.0
197208180001,5.0
197208180002,5.0
197208180003,5.0
197208180004,6.0
197208180005,8.0
197208180006,8.0
197208180007,8.0
197208190001,5.0
197208200001,5.0
197208220001,5.0
197208220003,13.0
197208230001,6.0
197208230002,5.0
197208230003,5.0
197208240001,6.0
197208250001,5.0
197208250002,5.0
197208260001,6.0
197208260002,5.0
197208260003,5.0
197208270001,5.0
197208270002,5.0
197208280001,5.0
197208280002,6.0
197208290001,5.0
197208290002,6.0
197208300001,13.0
197208300002,5.0
197208310001,5.0
197208310002,9.0
197209000001,6.0
197209050002,5.0
197209050003,6.0
197209060001,6.0
197209100001,6.0
197209110001,13.0
197209130001,5.0
197209140002,6.0
197209140003,5.0
197209140004,6.0
197209150001,5.0
197209170001,6.0
197209170002,5.0
197209180001,6.0
197209190001,6.0
197209190002,6.0
197209190003,6.0
197209190004,6.0
197209190005,6.0
197209190006,6.0
197209190007,6.0
197209190008,6.0
197209190009,6.0
197209190010,6.0
197209190011,6.0
197209190012,6.0
197209190013,6.0
197209190014,6.0
197209190015,6.0
197209200001,5.0
197209200002,5.0
197209200003,6.0
197209200004,6.0
197209200005,6.0
197209200006,6.0
197209200007,6.0
197209200008,6.0
197209200009,6.0
197209200010,6.0
197209200011,6.0
197209200012,6.0
197209200013,6.0
197209200014,6.0
197209200015,6.0
197209200016,6.0
197209200017,6.0
197209200018,6.0
197209200019,6.0
197209200020,6.0
197209200021,6.0
197209200022,6.0
197209200023,6.0
197209200024,6.0
197209200025,6.0
197209200026,6.0
197209200027,6.0
197209200028,6.0
197209210001,5.0
197209210002,6.0
197209210003,6.0
197209210004,6.0
197209210005,6.0
197209210006,6.0
197209210007,6.0
197209210008,6.0
197209210009,6.0
197209210010,6.0
197209210011,6.0
197209210012,6.0
197209220001,9.0
197209220002,5.0
197209220003,6.0
197209220004,6.0
197209230001,5.0
197209230002,6.0
197209230003,6.0
197209230004,6.0
197209230005,6.0
197209230006,6.0
197209250001,6.0
197209250002,6.0
197209250003,6.0
197209250004,6.0
197209250005,6.0
