eventid,attacktype_id
197007260001,1.0
197007260002,3.0
197007270001,3.0
197007270002,3.0
197007270003,3.0
197007270004,3.0
197007270005,3.0
197007280001,6.0
197007280002,3.0
197007280003,3.0
197007300001,3.0
197007300002,3.0
197007310001,6.0
197007310002,6.0
197007310003,6.0
197007310004,2.0
197007310006,2.0
197008000001,2.0
197008010001,3.0
197008010002,3.0
197008020001,3.0
197008050001,3.0
197008060001,1.0
197008060002,3.0
197008060004,2.0
197008070001,3.0
197008070002,7.0
197008070003,6.0
197008090001,2.0
197008100001,7.0
197008110001,3.0
197008120001,3.0
197008140001,3.0
197008150001,1.0
197008170001,3.0
197008170002,3.0
197008180001,7.0
197008190001,6.0
197008200001,3.0
197008200002,7.0
197008200003,2.0
197008210001,5.0
197008210002,7.0
197008220001,3.0
197008220002,7.0
197008240001,3.0
197008250001,6.0
197008250002,7.0
197008270001,3.0
197008270002,7.0
197008280001,3.0
197008280002,7.0
197008290001,3.0
197008290002,7.0
197008290003,7.0
197008290004,3.0
197008300001,3.0
197008300002,7.0
197008310001,3.0
197009000001,6.0
197009000002,7.0
197009010002,2.0
197009020001,3.0
197009020002,3.0
197009020003,3.0
197009030001,3.0
197009030002,3.0
197009040001,3.0
197009040002,1.0
197009040003,3.0
197009040004,3.0
197009040005,3.0
197009050001,3.0
197009050002,3.0
197009060001,4.0
197009060002,4.0
197009060003,4.0
197009060004,4.0
197009060006,3.0
197009090001,3.0
197009090002,3.0
197009090003,7.0
197009100002,7.0
197009110001,6.0
197009110003,3.0
197009120001,6.0
197009120002,6.0
197009140001,7.0
197009160001,7.0
197009180001,2.0
197009180002,2.0
197009200001,3.0
197009230001,2.0
197009230002,7.0
197009240001,3.0
197009240002,3.0
197009250001,3.0
197009260001,6.0
197009260002,3.0
197009270001,4.0
197009300001,2.0
197010000001,2.0
197010010001,7.0
197010020002,3.0
197010020003,3.0
197010020004,7.0
197010030001,3.0
197010030002,3.0
197010050001,6.0
197010050002,3.0
197010050003,3.0
197010060001,2.0
197010060002,3.0
197010080001,3.0
197010080002,3.0
197010080003,3.0
197010080004,3.0
197010080005,7.0
197010080006,3.0
197010090001,3.0
197010100001,6.0
197010100002,4.0
197010100003,3.0
197010140001,3.0
197010140002,3.0
197010150001,3.0
197010150002,7.0
197010150003,7.0
197010150004,7.0
197010150005,7.0
197010150006,3.0
197010160001,7.0
197010170001,3.0
197010180001,3.0
197010190001,3.0
197010200001,3.0
197010200002,7.0
197010210001,3.0
197010210003,2.0
197010220001,3.0
197010240001,2.0
197010240002,8.0
197010240003,7.0
197010240004,2.0
197010250001,3.0
197010260001,7.0
197010270001,1.0
197010270002,3.0
197010270003,7.0
197010280001,7.0
197010280002,3.0
197010290001,7.0
197010300001,3.0
197010300002,3.0
197010300003,3.0
197010300004,3.0
197011000001,6.0
197011010001,1.0
197011010002,3.0
197011010003,3.0
197011010004,2.0
197011010005,7.0
197011020001,2.0
197011020002,2.0
197011070001,3.0
197011070002,7.0
197011070003,7.0
197011080001,2.0
197011090001,2.0
197011100001,7.0
197011120002,7.0
197011140001,3.0
197011140002,3.0
197011140003,3.0
197011140004,3.0
197011150001,1.0
197011150002,8.0
197011160002,2.0
197011180001,7.0
197011200001,3.0
197011200002,3.0
197011200003,2.0
197011210001,3.0
197011210002,2.0
197011210003,3.0
197011210004,3.0
197011220001,3.0
197011220002,3.0
197011230001,3.0
197011230002,3.0
197011250001,3.0
197011250002,3.0
197011250004,3.0
197011250005,3.0
197011280001,7.0
197011290001,2.0
197011290002,2.0
197012010001,6.0
197012010002,3.0
197012010003,3.0
197012010004,3.0
197012070001,6.0
197012110001,3.0
197012110002,3.0
197012130001,3.0
197012140001,3.0
197012140002,7.0
197012150001,3.0
197012150002,7.0
197012160001,3.0
197012160002,1.0
197012160003,7.0
197012170001,3.0
197012180001,3.0
197012220001,3.0
197012230001,2.0
197012240001,3.0
197012270001,3.0
197012290001,2.0
197012290002,2.0
197012300001,3.0
197012310001,2.0
197012310002,3.0
197101010001,7.0
197101040001,3.0
197101050001,7.0
197101050002,3.0
197101060001,7.0
197101070001,3.0
197101080001,6.0
197101080002,3.0
197101080004,3.0
197101090001,7.0
197101090002,7.0
197101110001,1.0
197101110002,2.0
197101110003,7.0
197101120001,7.0
197101130001,2.0
197101130002,7.0
197101150001,6.0
197101150004,3.0
197101150005,3.0
197101160001,3.0
197101170002,7.0
197101190001,3.0
197101190002,3.0
197101190003,7.0
197101210001,2.0
197101220001,3.0
197101220002,3.0
197101220003,4.0
197101240001,2.0
197101240002,2.0
197101250001,7.0
197101250002,3.0
197101260001,3.0
197101270001,2.0
197101270002,2.0
197101270003,2.0
197101270004,1.0
197101280001,2.0
197101280002,2.0
197101290001,3.0
197101290002,3.0
197101290003,3.0
197101290004,3.0
197102020001,3.0
197102020002,3.0
197102030001,6.0
197102040001,3.0
197102040002,7.0
197102050001,7.0
197102060001,3.0
197102060002,1.0
197102070001,1.0
197102080001,3.0
197102080002,2.0
197102090001,3.0
197102090002,3.0
197102100001,3.0
197102100002,2.0
197102100003,3.0
197102110001,6.0
197102110002,3.0
197102120001,3.0
197102120002,3.0
197102120003,7.0
197102130001,3.0
197102140001,7.0
197102150001,6.0
197102150002,1.0
197102160001,3.0
197102160002,3.0
197102160003,3.0
197102160004,7.0
197102160005,7.0
197102170001,3.0
197102170002,3.0
197102190001,3.0
197102200001,6.0
197102200002,3.0
197102200003,2.0
197102210001,6.0
197102210002,2.0
197102220001,3.0
197102260001,1.0
197102260002,7.0
197102270001,3.0
197102270002,3.0
197103000001,3.0
197103000002,3.0
197103010001,6.0
197103010002,3.0
197103010003,3.0
197103010004,3.0
197103020001,7.0
197103030001,3.0
197103030002,3.0
197103040001,6.0
197103050001,7.0
197103060001,7.0
197103060002,7.0
197103070001,7.0
197103070002,7.0
197103080003,1.0
197103080004,3.0
197103080005,3.0
197103090001,3.0
197103090002,2.0
197103100001,6.0
197103100002,3.0
197103100003,1.0
197103110001,3.0
197103120001,3.0
197103140001,3.0
197103140002,3.0
197103150001,3.0
197103150002,2.0
197103150003,7.0
197103160001,3.0
197103170001,7.0
197103180001,3.0
197103180002,3.0
197103190001,7.0
197103190002,7.0
197103210001,7.0
197103230001,3.0
197103230002,3.0
197103230003,7.0
197103250001,3.0
197103270001,2.0
197103270002,3.0
197103280001,3.0
197103300001,3.0
197103300002,3.0
197103300003,3.0
197103300005,4.0
197103300006,3.0
197103310001,7.0
197104000001,9.0
197104000002,3.0
197104000003,2.0
197104010001,3.0
197104020001,3.0
197104020002,3.0
197104020003,2.0
197104030001,3.0
197104030002,7.0
197104030003,6.0
197104030004,7.0
197104050001,3.0
197104050002,7.0
197104050003,7.0
197104060001,3.0
197104060002,3.0
197104060003,3.0
197104060004,3.0
197104060005,3.0
197104070001,1.0
197104070002,1.0
197104080001,3.0
197104110001,3.0
197104110002,2.0
197104120001,3.0
197104140001,7.0
197104140002,3.0
197104150001,3.0
197104170001,1.0
197104190001,2.0
197104190002,3.0
197104190003,3.0
197104190004,3.0
197104200001,3.0
197104200002,3.0
197104200003,7.0
197104220001,3.0
197104230001,3.0
197104230002,3.0
197104230003,7.0
197104230004,3.0
197104230005,2.0
197104240001,3.0
197104250001,7.0
197104250002,7.0
197104260001,7.0
197104270001,3.0
197104270002,3.0
197104280001,3.0
197104280002,3.0
197104290001,2.0
197104290002,3.0
197104290003,3.0
197104290004,7.0
197104290005,1.0
197104300001,7.0
197104300002,3.0
197105010001,3.0
197105020001,3.0
197105040001,6.0
197105040002,3.0
197105040003,7.0
197105040004,3.0
197105040005,7.0
197105050001,3.0
197105050002,3.0
197105050003,3.0
197105050004,7.0
197105050005,7.0
197105050006,7.0
197105050007,3.0
197105060001,3.0
197105060002,3.0
197105060003,3.0
197105060004,3.0
197105060005,7.0
197105060006,3.0
197105070001,3.0
197105080001,6.0
197105080002,7.0
197105080003,3.0
197105090001,3.0
197105090002,3.0
197105090003,7.0
197105110001,1.0
197105110002,3.0
197105110003,7.0
197105110004,7.0
197105110005,7.0
197105120001,6.0
197105120002,3.0
197105130001,2.0
197105130002,2.0
197105140001,3.0
197105150001,2.0
197105170001,6.0
197105170002,7.0
197105170003,9.0
197105180001,7.0
197105180002,7.0
197105180003,7.0
197105190001,2.0
197105200001,7.0
197105210001,1.0
197105210002,7.0
197105220001,1.0
197105230001,6.0
197105230002,3.0
197105250001,3.0
197105250002,3.0
197105280001,3.0
197105290001,6.0
197105290002,2.0
197106030001,3.0
197106040001,3.0
197106050002,2.0
197106060001,3.0
197106060002,3.0
197106100001,3.0
197106110001,3.0
197106110002,3.0
197106110003,3.0
197106120001,3.0
197106130001,3.0
197106130002,3.0
197106150001,3.0
197106160001,3.0
197106170001,3.0
197106180002,2.0
197106210001,3.0
197106220001,3.0
197106220002,3.0
197106220003,3.0
197106240001,3.0
197106240002,3.0
197106250001,7.0
197106260001,3.0
197107000001,3.0
197107000002,3.0
197107010001,3.0
197107020001,3.0
197107040001,3.0
197107060001,7.0
197107080001,3.0
197107080002,3.0
197107090001,3.0
197107090002,3.0
197107120001,1.0
197107140001,1.0
197107170001,3.0
197107180001,3.0
197107180002,3.0
197107180003,3.0
197107210001,5.0
197107240001,3.0
197107250001,2.0
197107270001,3.0
197107280001,1.0
197107280002,7.0
197107290001,3.0
197107300001,3.0
197108080001,1.0
197108090002,3.0
197108090003,1.0
197108100001,1.0
197108110001,3.0
197108110003,1.0
197108110004,1.0
197108120001,3.0
197108140001,1.0
197108150001,9.0
197108150004,2.0
197108150005,2.0
197108180001,3.0
197108220001,3.0
197108220002,7.0
197108220003,3.0
197108220004,3.0
197108220005,3.0
197108220006,3.0
197108220007,3.0
197108220008,3.0
197108220009,3.0
197108220010,3.0
197108230001,7.0
197108230002,7.0
197108230003,7.0
197108230004,7.0
197108230005,7.0
197108230006,3.0
197108230007,2.0
197108240001,3.0
197108240002,7.0
197108240003,3.0
197108250001,1.0
197108250002,3.0
197108270001,7.0
197108280001,2.0
197108280002,4.0
197108280003,3.0
197108280004,3.0
197108280005,3.0
197108290001,2.0
197108290002,3.0
197108290003,3.0
197108290004,1.0
197108300001,1.0
197108300002,3.0
197109000001,1.0
197109000002,1.0
197109010001,3.0
197109020001,7.0
197109020002,3.0
197109030001,1.0
197109030002,1.0
197109040001,3.0
197109070001,3.0
197109080001,4.0
197109090001,3.0
197109090002,3.0
197109130001,3.0
197109130002,3.0
197109140001,1.0
197109140002,1.0
197109140003,1.0
197109150001,3.0
197109160001,3.0
197109160002,1.0
197109160003,1.0
197109170001,3.0
197109170002,1.0
197109180001,1.0
197109180002,2.0
197109200001,3.0
197109200002,7.0
197109200003,3.0
197109230001,6.0
197109230002,7.0
197109240001,7.0
197109240002,3.0
197109240003,3.0
197109240004,4.0
197109280001,1.0
197109290001,3.0
197109300001,1.0
197110000001,6.0
197110010001,1.0
197110020001,3.0
197110030001,1.0
197110030002,7.0
197110040001,3.0
197110040002,4.0
197110060001,3.0
197110070002,2.0
197110090001,3.0
197110100001,2.0
197110110001,3.0
197110110002,3.0
197110140001,3.0
197110150001,3.0
197110150002,1.0
197110150003,1.0
197110160001,1.0
197110170001,1.0
197110180001,3.0
197110200002,2.0
197110230001,1.0
197110240001,3.0
197110260001,1.0
197110270001,3.0
197110270002,1.0
197110310001,7.0
197111010002,1.0
197111020001,3.0
197111020002,7.0
197111020003,3.0
197111030001,1.0
197111030002,7.0
197111030003,7.0
197111030004,2.0
197111040001,6.0
197111070001,1.0
197111090001,1.0
197111100001,3.0
197111100002,3.0
197111110001,1.0
197111120001,1.0
197111120002,7.0
197111150001,3.0
197111170001,7.0
197111170002,2.0
197111170003,7.0
197111170004,3.0
197111180001,3.0
197111180002,3.0
197111180003,1.0
197111200001,7.0
197111200002,3.0
197111220001,7.0
197111230001,3.0
197111240001,2.0
197111240002,3.0
197111270002,3.0
197111270003,1.0
197111280001,1.0
197111280002,1.0
197111290001,3.0
197111290002,2.0
197111290004,1.0
197111300001,3.0
197111300002,7.0
197112040001,3.0
197112040002,1.0
197112050001,3.0
197112060001,3.0
197112060002,3.0
197112070001,3.0
197112070002,1.0
197112080001,1.0
197112100001,7.0
197112100002,1.0
197112110001,3.0
197112120001,1.0
197112150001,1.0
197112150002,1.0
197112150003,3.0
197112160001,1.0
197112180002,3.0
197112200001,1.0
197112200002,3.0
197112210002,3.0
197112220001,7.0
197112290001,3.0
197112290002,1.0
197200000001,3.0
197200000002,3.0
197201000001,3.0
197201010001,6.0
197201030001,2.0
197201050001,1.0
197201050002,3.0
197201060001,1.0
197201070001,3.0
197201070002,3.0
197201070003,3.0
197201070004,3.0
197201070005,3.0
197201070006,3.0
197201070007,3.0
197201070008,3.0
197201120001,1.0
197201130001,1.0
197201160001,2.0
197201170001,3.0
197201170002,3.0
197201170003,3.0
197201170004,3.0
197201170005,7.0
197201170006,3.0
197201180001,1.0
197201210001,3.0
197201210002,3.0
197201220001,3.0
197201260001,3.0
197201260002,3.0
197201260003,3.0
197201260004,7.0
197201260005,7.0
197201260006,3.0
197201270001,1.0
197201270002,1.0
197201280001,1.0
197201310001,3.0
197202010001,3.0
197202010002,1.0
197202010003,7.0
197202010004,3.0
197202010005,1.0
197202020001,3.0
197202020002,7.0
197202020003,3.0
197202050001,2.0
197202060001,3.0
197202060002,3.0
197202080001,3.0
197202080002,1.0
197202080003,2.0
197202100001,3.0
197202130001,1.0
197202160001,3.0
197202160002,6.0
197202160003,1.0
197202170001,1.0
197202190001,4.0
197202210002,3.0
197202220001,3.0
197202220002,3.0
197202220003,3.0
197202220004,4.0
197202280002,3.0
197202290001,1.0
197202290002,1.0
197203000001,3.0
197203000002,3.0
197203000003,3.0
197203010001,1.0
197203020001,3.0
197203030001,1.0
197203040001,3.0
197203040002,3.0
197203040003,7.0
197203040004,3.0
197203040005,3.0
197203040006,1.0
197203060001,3.0
197203060002,3.0
197203080001,1.0
197203110001,7.0
197203120001,1.0
197203130001,1.0
197203150001,1.0
197203150002,3.0
197203160001,3.0
197203160002,5.0
197203190001,7.0
197203200001,2.0
197203200002,3.0
197203200003,1.0
197203210001,6.0
197203230001,2.0
197203250001,2.0
197203260001,6.0
197203260002,1.0
197203270001,2.0
197203280001,2.0
197203280002,3.0
197203290001,3.0
197203290002,3.0
197203290003,3.0
197203300001,2.0
197204040001,3.0
197204040002,3.0
197204050001,3.0
197204070002,1.0
197204100001,1.0
197204100002,3.0
197204110001,2.0
197204110002,7.0
197204130001,3.0
197204130002,3.0
197204150001,1.0
197204150002,1.0
197204160001,1.0
197204160002,2.0
197204180001,3.0
197204190002,6.0
197204190003,1.0
197204200001,2.0
197204200002,1.0
197204210001,1.0
197204230001,3.0
197204290001,1.0
197205010001,3.0
197205020001,1.0
197205020002,3.0
197205020003,3.0
197205030001,3.0
197205030002,3.0
197205030003,3.0
197205030004,4.0
197205040001,1.0
197205040002,3.0
197205040003,1.0
197205050001,3.0
197205070001,3.0
197205080001,4.0
197205090001,7.0
197205090002,7.0
197205110001,3.0
197205110002,1.0
197205120001,3.0
197205120002,3.0
197205120003,3.0
197205120004,3.0
197205120005,3.0
197205130001,1.0
197205130002,1.0
197205130003,1.0
197205130004,3.0
197205140001,1.0
197205140002,1.0
197205150001,1.0
197205150002,1.0
197205150003,3.0
197205150004,3.0
197205170001,1.0
197205170002,1.0
197205180001,3.0
197205180002,3.0
197205190001,3.0
197205190002,3.0
197205190003,1.0
197205190004,7.0
197205200001,1.0
197205200002,3.0
197205200003,3.0
197205210001,1.0
197205210002,1.0
197205220001,1.0
197205230001,1.0
197205230002,1.0
197205230003,7.0
197205240001,3.0
197205250001,3.0
197205250002,3.0
197205250003,3.0
197205250004,3.0
197205250005,3.0
197205260001,3.0
197205270001,1.0
197205270002,2.0
197205270003,1.0
197205270004,3.0
197205280001,1.0
197205280002,3.0
197205280003,1.0
197205300001,3.0
197205300002,3.0
197205300003,1.0
197205310001,1.0
197205310002,3.0
197205310003,3.0
197205310004,3.0
197205310005,1.0
197205310006,3.0
197205310007,2.0
197206020001,6.0
197206020002,4.0
197206020003,3.0
197206040001,1.0
197206050001,1.0
197206060001,1.0
197206060002,1.0
197206080001,1.0
197206080002,3.0
197206090001,3.0
197206090002,1.0
197206100001,3.0
197206100002,1.0
197206110001,1.0
197206110002,1.0
197206120001,1.0
197206140001,3.0
197206150001,3.0
197206160001,1.0
197206180001,3.0
197206190001,3.0
197206190002,1.0
197206190003,1.0
197206210001,2.0
197206210002,1.0
197206230001,1.0
197206240001,3.0
197206240002,1.0
197206260001,1.0
197206260002,1.0
197206260003,1.0
197206270001,1.0
197206270002,1.0
197207010001,1.0
197207010002,1.0
197207020001,1.0
197207020002,1.0
197207030001,1.0
197207050001,1.0
197207050002,1.0
197207070001,1.0
197207090001,1.0
197207090002,1.0
197207090003,1.0
197207110001,1.0
197207110002,1.0
197207120001,1.0
197207120002,1.0
197207120003,1.0
197207120004,1.0
197207130001,1.0
197207130002,1.0
197207130003,1.0
197207130004,1.0
197207140001,3.0
197207140003,1.0
197207140004,1.0
197207140005,1.0
197207140006,1.0
197207150001,3.0
197207150002,3.0
197207150003,3.0
197207150004,3.0
197207150005,3.0
197207150006,1.0
197207160001,3.0
197207160002,1.0
197207170001,1.0
197207180001,1.0
197207180002,1.0
197207190001,3.0
197207190002,3.0
197207190003,2.0
197207200001,3.0
197207210001,2.0
197207210002,1.0
197207210003,3.0
197207210004,1.0
197207210005,3.0
197207220001,1.0
197207220002,1.0
197207230001,6.0
197207240001,1.0
197207240002,1.0
197207250001,1.0
197207260001,1.0
197207260002,1.0
197207270001,1.0
197207280001,6.0
197207280002,1.0
197207290001,1.0
197207300001,1.0
197207310001,4.0
197207310002,3.0
197208010001,3.0
197208030001,3.0
197208040001,1.0
197208040002,1.0
197208050001,3.0
197208070001,1.0
197208070002,3.0
197208070003,1.0
197208090001,3.0
197208120001,1.0
197208130001,1.0
197208140001,3.0
197208140002,3.0
197208140003,1.0
197208160001,3.0
197208160002,1.0
197208170001,1.0
197208170002,7.0
197208170003,7.0
197208180001,1.0
197208180002,1.0
197208180003,1.0
197208180004,3.0
197208180005,7.0
197208180006,7.0
197208180007,7.0
197208190001,1.0
197208200001,1.0
197208220001,1.0
197208220003,4.0
197208230001,3.0
197208230002,2.0
197208230003,2.0
197208240001,3.0
197208250001,2.0
197208250002,2.0
197208260001,3.0
197208260002,1.0
197208260003,1.0
197208270001,1.0
197208270002,2.0
197208280001,2.0
197208280002,3.0
197208290001,1.0
197208290002,3.0
197208300001,6.0
197208300002,2.0
197208310001,1.0
197208310002,1.0
197209000001,1.0
197209050002,1.0
197209050003,3.0
197209060001,1.0
197209100001,3.0
197209110001,1.0
197209130001,1.0
197209140002,3.0
197209140003,2.0
197209140004,3.0
197209150001,4.0
197209170001,3.0
197209170002,2.0
197209180001,3.0
197209190001,1.0
197209190002,3.0
197209190003,3.0
197209190004,1.0
197209190005,1.0
197209190006,1.0
197209190007,1.0
197209190008,1.0
197209190009,1.0
197209190010,1.0
197209190011,1.0
197209190012,1.0
197209190013,1.0
197209190014,1.0
197209190015,1.0
197209200001,2.0
197209200002,2.0
197209200003,1.0
197209200004,1.0
197209200005,1.0
197209200006,1.0
197209200007,1.0
197209200008,1.0
197209200009,1.0
197209200010,1.0
197209200011,1.0
197209200012,1.0
197209200013,1.0
197209200014,1.0
197209200015,1.0
197209200016,1.0
197209200017,1.0
197209200018,1.0
197209200019,1.0
197209200020,1.0
197209200021,1.0
197209200022,1.0
197209200023,1.0
197209200024,1.0
197209200025,1.0
197209200026,1.0
197209200027,1.0
197209200028,1.0
197209210001,2.0
197209210002,1.0
197209210003,1.0
197209210004,1.0
197209210005,1.0
197209210006,1.0
197209210007,1.0
197209210008,1.0
197209210009,1.0
197209210010,1.0
197209210011,1.0
197209210012,1.0
197209220001,1.0
197209220002,2.0
197209220003,1.0
197209220004,1.0
197209230001,2.0
197209230002,1.0
197209230003,1.0
197209230004,1.0
197209230005,1.0
197209230006,1.0
197209250001,1.0
197209250002,1.0
197209250003,1.0
197209250004,1.0
197209250005,1.0
